City,Price(TRY),Brand,Series,Model,Year,Mileage(km),TransmissionType,FuelType,BodyType,EngineSize(cc),EnginePower(HP),DriveTrain,ListingYear,ListingMonth,ListingDay
5,1540000,0,24,1085,2020,81000,2,2,3,1498,150,3,2025,4,5
5,1515000,0,24,1084,2020,81000,2,2,3,,,1,2025,4,5
77,1560000,0,24,1045,2018,66000,0,0,6,,,3,2025,4,5
20,1850000,0,24,1086,2021,90000,2,3,3,1498,150,1,2025,4,5
11,559000,0,24,1067,2007,281000,1,2,3,1595,115,1,2025,4,5
44,1195000,0,24,1057,2017,76000,2,2,3,999,116,1,2025,4,5
28,1218000,0,24,1063,2017,110000,0,2,3,1401,126,1,2025,4,5
77,3795000,0,26,1125,2022,33341,0,0,3,1801,201,0,2025,4,5
77,658000,0,24,1066,2008,206000,0,4,3,1595,102,1,2025,4,5
78,2079900,0,26,1117,2018,138000,2,2,3,1395,150,1,2025,4,5
5,819000,0,24,1073,2012,189550,2,0,3,1598,105,1,2025,4,5
43,1320000,0,27,1131,2012,226000,0,0,6,1968,177,1,2025,4,5
6,6300000,0,28,944,2022,41000,0,0,3,1968,204,1,2025,4,5
22,1185000,0,27,1131,2012,334000,0,0,6,1968,177,1,2025,4,5
22,1570000,0,25,1105,2016,314000,2,0,6,1968,190,0,2025,4,5
78,1117000,0,24,1046,2016,174500,2,0,6,1598,110,1,2025,4,5
78,2075000,0,24,1033,2019,46000,2,2,0,1498,150,1,2025,4,5
43,1550000,0,27,1131,2014,180000,0,0,6,1968,177,1,2025,4,5
61,3599900,0,29,943,2014,234788,0,2,6,3993,435,0,2025,4,5
44,2125000,0,27,1133,2017,242000,0,2,6,1801,251,0,2025,4,5
5,1099900,0,24,1057,2017,179000,0,2,3,1200,101,1,2025,4,8
65,2200000,0,24,1086,2022,40000,0,4,3,1401,126,1,2025,4,5
20,2845000,0,27,1132,2018,156000,0,0,6,1801,176,0,2025,4,5
77,2299750,0,24,1086,2023,43000,0,4,3,1401,126,1,2025,4,5
43,855000,0,27,1137,2005,260000,0,2,6,3123,255,0,2025,4,5
74,2260000,0,24,1056,2023,18500,0,4,6,1401,126,1,2025,4,5
78,955000,0,25,1101,2015,265000,0,0,6,1801,126,1,2025,4,5
77,1275000,0,24,1082,2019,83000,0,2,3,1200,101,1,2025,4,5
79,3065000,0,27,1139,2019,206000,0,4,6,1801,201,0,2025,4,5
44,1385000,0,27,1136,2012,374000,0,0,6,2967,240,0,2025,4,5
5,1075000,0,27,1131,2010,340000,0,0,6,1968,170,1,2025,4,5
22,1925000,0,27,1132,2017,146000,0,0,6,1801,176,0,2025,4,5
77,3350000,0,25,1113,2024,40819,0,2,6,1801,251,0,2025,4,5
78,7500000,0,28,963,2024,7500,0,2,3,1801,251,0,2025,4,5
69,320000,0,25,1097,2000,339000,1,4,6,1595,102,1,2025,4,5
69,590000,0,27,1129,2001,390000,1,4,6,1781,150,0,2025,4,5
5,4115000,0,27,1139,2020,51000,0,4,6,1801,201,0,2025,4,5
78,1245000,0,24,1076,2017,190000,0,0,6,1401,126,1,2025,4,5
77,2625000,0,26,1124,2020,116000,0,0,3,1801,201,0,2025,4,5
6,5680000,0,27,1140,2024,9000,0,0,6,1801,201,0,2025,4,5
21,1649000,0,25,1094,2018,96912,0,2,6,1201,126,1,2025,4,5
5,2500000,0,27,1132,2017,207000,0,0,6,1801,176,0,2025,4,5
29,1185000,0,24,1045,2017,210000,0,0,6,1401,101,1,2025,4,5
77,1825000,0,26,1122,2017,194000,0,0,3,1801,176,0,2025,4,5
29,1685000,0,25,1094,2016,90000,0,2,6,1201,126,1,2025,4,5
29,1775000,0,25,1094,2017,141000,0,2,6,1201,126,1,2025,4,5
44,1410000,0,24,1055,2019,142000,0,2,6,1401,126,1,2025,4,5
77,4225000,0,26,1126,2022,10697,0,2,0,1984,265,3,2025,4,5
45,4250000,0,27,1139,2022,29500,0,0,6,1801,201,0,2025,4,5
77,2245000,0,24,1086,2023,29600,0,4,3,1401,126,1,2025,4,5
78,875000,0,25,1092,2004,123000,0,2,0,1781,163,1,2025,4,5
61,939900,0,27,1131,2008,179000,0,0,6,1968,136,1,2025,4,5
44,1683000,0,26,1118,2017,277000,0,2,3,1201,126,1,2025,4,5
6,1280000,0,26,1120,2012,277000,0,0,3,1801,176,1,2025,4,5
77,3495000,0,27,1139,2020,141345,0,0,6,1801,201,0,2025,4,5
33,1160000,0,24,1045,2017,100000,2,0,6,,,3,2025,4,4
77,1405000,0,24,1054,2020,155000,2,2,6,1498,150,1,2025,4,4
28,2050000,0,25,1102,2018,130000,2,0,6,1968,190,1,2025,4,4
5,1265000,0,24,1073,2015,102700,2,0,3,1598,110,1,2025,4,4
28,940000,0,24,1072,2012,133150,2,0,3,1598,105,1,2025,4,4
77,1097000,0,24,1057,2017,102000,2,2,3,999,116,1,2025,4,4
43,450000,0,24,1066,2004,329000,0,4,2,1595,102,1,2025,4,4
65,1400000,0,25,1102,2015,177000,2,0,6,1968,190,1,2025,4,4
78,2000000,0,24,1085,2020,18500,2,2,3,1498,150,1,2025,4,4
79,1075000,0,24,1040,2013,116000,2,2,6,1395,140,1,2025,4,4
36,445000,0,25,1098,2000,285000,0,4,6,1781,125,1,2025,4,4
78,1149000,0,24,1044,2014,170000,0,0,6,1401,101,1,2025,4,4
61,1399900,0,24,1085,2020,125100,0,2,3,1401,126,1,2025,4,4
20,1500000,0,26,1121,2016,200000,2,0,3,1968,190,0,2025,4,4
78,1139000,0,26,1121,2012,235000,0,0,3,1801,176,0,2025,4,4
77,865000,0,25,1104,2013,349000,0,0,6,1801,176,0,2025,4,4
5,2599023,0,27,1132,2017,145000,0,0,6,1801,176,0,2025,4,4
29,1200000,0,25,1101,2014,277000,0,0,6,1968,150,1,2025,4,4
5,1079000,0,24,1044,2015,141000,0,0,6,1401,101,1,2025,4,4
20,3275000,0,25,1111,2022,79000,0,0,6,1801,201,0,2025,4,4
50,870000,0,24,1059,2009,120000,2,2,3,1390,125,1,2025,4,4
5,1180000,0,93,1172,2008,158000,1,2,2,1984,265,0,2025,4,4
5,790000,0,101,771,2003,186000,1,2,5,1781,225,0,2025,4,4
33,1580000,0,24,1049,2019,150000,2,0,6,1598,116,1,2025,4,4
20,650000,0,25,1101,2008,344000,1,0,6,1968,143,1,2025,4,4
29,1299000,0,24,1043,2016,154000,0,0,6,1401,101,1,2025,4,4
5,1515000,0,27,1131,2014,265000,0,0,6,1968,177,1,2025,4,4
52,5749000,0,28,944,2022,59000,0,0,3,1968,204,1,2025,4,4
52,970000,0,27,1131,2011,228000,0,0,6,1968,170,1,2025,4,4
77,4575000,0,27,1138,2023,61200,0,0,6,1801,201,0,2025,4,4
65,435000,0,24,1067,2007,292000,1,2,2,1595,115,1,2025,4,4
77,520000,0,24,1066,2008,272000,0,2,2,1595,,3,2025,4,4
77,895000,0,24,1077,2012,148525,0,0,3,1401,,3,2025,4,4
18,1100000,0,24,1072,2013,172000,2,0,3,1598,105,1,2025,4,4
77,965000,0,26,1115,2009,195000,0,2,0,1984,211,1,2025,4,4
78,3435000,0,26,1125,2022,79000,0,0,6,1801,,3,2025,4,4
34,350000,0,24,1066,2004,220000,1,4,2,1601,51,1,2025,4,4
44,600000,0,27,1131,2007,417000,1,0,6,1968,140,1,2025,4,4
77,1110000,0,24,1042,2015,166000,0,0,6,1401,126,1,2025,4,4
77,999000,0,25,1101,2014,255000,0,0,6,1968,177,1,2025,4,4
6,840000,0,25,1100,2010,242000,0,2,6,1798,120,1,2025,4,4
77,1720000,0,24,1052,2021,27000,2,3,6,999,110,1,2025,4,4
6,4275000,0,27,1144,2022,82500,2,2,6,,,3,2025,4,4
78,2050000,0,26,1123,2017,155000,0,0,3,1801,176,0,2025,4,4
44,545000,0,25,1099,2005,320000,0,4,6,1781,163,1,2025,4,4
77,925000,0,24,1044,2015,212000,2,0,6,1598,110,1,2025,4,4
44,3800000,0,28,879,2015,230000,0,0,0,,,3,2025,4,4
78,550000,0,27,1131,2006,396200,1,0,6,1968,140,1,2025,4,4
6,1205000,0,26,1120,2011,179000,0,0,3,1801,126,1,2025,4,4
5,700000,0,25,1091,2007,315000,1,0,6,2698,180,1,2025,4,4
77,1450000,0,27,1133,2017,230000,0,2,6,1801,251,0,2025,4,4
6,2745000,0,24,1056,2024,12231,0,4,6,1401,126,1,2025,4,4
79,2875000,0,25,1110,2022,60000,0,4,6,1801,201,0,2025,4,4
22,2675000,0,27,1132,2018,141000,0,0,6,1801,176,0,2025,4,4
6,1865000,0,24,1053,2021,77500,0,4,6,1401,126,1,2025,4,4
5,1895000,0,27,1132,2017,195000,0,0,6,1801,176,0,2025,4,4
77,753500,0,25,1100,2009,230000,0,2,6,1798,120,1,2025,4,4
29,1150000,0,24,1045,2018,213000,0,0,6,1401,101,1,2025,4,4
41,1025000,0,27,1131,2010,280000,0,0,6,1968,170,1,2025,4,4
71,710000,1,9,888,2009,99100,1,2,6,1597,115,2,2025,4,8
34,1150000,1,9,910,2011,275000,0,0,6,1995,184,2,2025,4,7
77,1199000,1,18,1002,2014,175000,0,0,6,1995,218,0,2025,4,7
53,1319000,1,9,929,2014,141451,0,2,6,1598,170,2,2025,4,7
77,3599950,1,18,988,2023,72000,0,2,6,1597,170,2,2025,4,2
5,845000,1,9,886,2010,232000,0,4,6,1401,126,3,2025,4,2
77,1249000,1,14,947,2015,160000,0,2,1,1499,136,2,2025,4,2
6,1375000,1,9,929,2016,134000,0,2,6,1401,151,2,2025,3,27
77,1635000,1,0,810,2019,36000,0,2,3,1499,136,2,2025,3,27
77,1275000,1,9,889,2013,159000,0,2,6,1598,136,2,2025,4,9
5,1298850,1,9,910,2014,225000,0,0,6,1995,184,2,2025,3,23
5,2475000,1,18,991,2020,140000,0,2,6,1597,170,2,2025,3,21
44,1660000,1,18,1008,2011,375000,0,0,6,2993,245,2,2025,3,1
65,1375000,1,18,983,2015,260000,0,2,6,1592,170,2,2025,2,28
5,439000,1,9,922,1993,190000,1,2,1,1991,150,2,2025,4,7
77,1265000,1,9,929,2016,169000,0,2,6,1401,151,2,2025,4,7
44,1365000,1,18,980,2013,226000,0,2,6,1592,170,2,2025,4,7
77,1415000,1,18,972,2011,260000,0,0,6,1995,190,2,2025,4,7
5,444000,1,9,919,1997,340000,1,4,6,1991,150,2,2025,4,7
20,1394500,1,18,973,2011,280000,0,0,6,1995,184,2,2025,4,7
77,909000,1,9,882,2013,244500,0,2,6,1598,136,2,2025,4,7
43,1675000,1,18,988,2014,143000,0,2,6,1592,170,2,2025,4,7
5,1300000,1,9,929,2014,208000,0,2,6,1598,170,2,2025,4,7
77,3249000,1,14,959,2023,41000,0,2,1,1401,151,2,2025,4,7
78,487000,1,9,888,2008,400000,1,4,6,1597,122,2,2025,4,7
44,3750000,1,18,978,2022,68000,0,2,6,1601,176,2,2025,4,7
77,1749000,1,9,917,2018,158000,0,0,6,1995,190,0,2025,4,7
77,1450000,1,14,949,2015,98500,0,2,1,1499,136,2,2025,4,7
6,945000,1,0,799,2013,176000,0,2,3,1598,136,2,2025,4,7
78,1050000,1,0,800,2013,144000,0,2,3,1598,136,2,2025,4,7
77,1279500,1,9,926,2014,230000,0,2,6,1598,170,2,2025,4,7
56,1165000,1,9,924,2014,223000,0,2,6,1401,151,2,2025,4,7
21,1350000,1,18,974,2011,250000,0,0,6,1995,184,2,2025,4,7
5,1450000,1,9,942,2001,139300,0,2,1,2979,231,2,2025,4,7
5,1149000,1,9,931,2013,208000,0,2,6,1598,170,2,2025,4,7
77,935000,1,9,926,2014,203000,0,2,6,1598,170,2,2025,4,7
77,1369900,1,18,997,2012,201000,0,0,6,1995,218,0,2025,4,7
77,1969900,1,18,999,2015,152700,0,0,6,1995,218,0,2025,4,7
77,1169000,1,9,924,2013,188500,0,2,6,1598,170,2,2025,4,7
23,1370000,1,9,884,2015,161000,0,2,6,1598,136,2,2025,4,7
78,1495000,1,18,974,2012,156986,0,0,6,1995,184,2,2025,4,7
77,1030000,1,0,809,2015,166000,0,2,3,1499,136,2,2025,4,7
77,2050000,1,18,981,2018,144080,0,2,6,1597,170,2,2025,4,7
52,1269000,1,9,924,2013,130862,0,2,6,1401,151,2,2025,4,7
36,485000,1,9,919,1998,270350,1,2,6,1801,126,2,2025,4,7
43,1645000,1,18,983,2016,121000,0,2,6,1592,170,2,2025,4,7
0,3175000,1,14,960,2013,130000,0,2,1,1997,245,0,2025,4,9
77,685000,1,9,913,2010,500000,0,0,6,1995,177,2,2025,4,7
78,1650000,1,18,980,2016,215000,0,2,6,1592,170,2,2025,4,8
61,465000,1,0,803,2006,210000,1,4,3,1596,115,2,2025,4,7
77,1325000,1,9,929,2015,124000,0,2,6,1401,151,2,2025,4,7
28,2850000,1,22,1024,2011,220000,0,0,6,2993,245,2,2025,4,7
77,2129000,1,9,934,2021,109000,0,2,6,1401,151,2,2025,4,7
58,2475000,1,18,1011,2017,178000,0,2,6,1998,252,0,2025,4,7
28,989000,1,0,802,2012,125000,0,2,3,1598,136,2,2025,4,7
77,850000,1,0,803,2008,150000,0,2,2,1597,116,2,2025,4,7
43,1079000,1,18,973,2012,345000,0,0,6,1995,184,2,2025,4,7
6,450000,1,9,883,1996,294280,0,4,2,1601,101,2,2025,4,9
52,1400000,1,9,927,2014,130000,0,2,6,1598,170,2,2025,4,7
41,1399000,1,18,970,2012,230000,0,0,6,1995,184,2,2025,4,7
78,3470000,1,9,932,2023,13000,0,2,6,1597,170,2,2025,4,7
6,1045000,1,18,973,2008,269000,0,0,6,1801,176,2,2025,4,7
52,4920000,1,18,988,2024,14900,0,2,6,1401,176,2,2025,4,7
78,1042500,1,18,973,2009,289000,0,0,6,1801,176,2,2025,4,7
20,525000,1,9,902,2001,240000,0,4,6,1895,118,2,2025,4,7
22,1400000,1,9,929,2015,191000,0,2,6,1401,151,2,2025,4,7
78,1450000,1,9,923,2015,210000,0,2,6,1401,151,2,2025,4,7
78,1250000,1,9,910,2013,270000,0,0,6,1995,184,2,2025,4,7
77,780000,1,0,797,2011,115000,0,2,3,1596,116,2,2025,4,8
41,525000,1,9,913,2005,416000,1,0,6,1995,150,2,2025,4,9
77,700000,1,9,919,2008,213000,0,4,6,1995,170,2,2025,4,8
77,395000,1,9,883,2000,290000,1,4,2,1895,105,2,2025,4,9
77,455000,1,9,913,2001,300000,1,0,6,1995,150,2,2025,4,9
0,710000,1,9,911,2010,403000,0,0,6,1995,177,2,2025,4,8
78,695000,1,0,787,2014,255000,1,0,3,1598,116,2,2025,4,8
50,510000,1,9,888,2005,330000,1,2,6,1596,115,2,2025,4,9
41,550000,1,9,913,2003,318000,0,0,6,1995,150,2,2025,4,8
20,755000,1,18,977,2006,389000,0,0,6,1995,163,2,2025,4,8
29,705000,1,9,888,2009,146000,1,2,6,1597,115,2,2025,4,8
77,358000,1,9,890,2003,300000,1,2,2,1596,115,2,2025,4,9
65,285000,1,9,883,2000,362000,1,4,2,1596,102,2,2025,4,8
20,750000,1,0,788,2016,135500,1,0,3,,,3,2025,4,8
22,3650000,1,18,978,2022,60000,2,2,6,,,3,2025,4,8
20,500000,1,9,913,2004,330000,0,0,6,1995,150,2,2025,4,9
11,190000,1,18,994,1993,256000,1,4,6,,,3,2025,4,8
0,710000,1,0,801,2011,106000,0,4,3,1596,116,2,2025,4,8
77,660000,1,0,801,2010,331000,0,4,3,1596,116,2,2025,4,8
0,700000,1,9,888,2006,205000,1,4,6,1596,115,2,2025,4,8
9,700000,1,9,882,2011,278000,0,4,6,1596,116,2,2025,4,8
77,390000,1,9,913,2005,380000,0,0,6,1995,150,2,2025,4,8
77,230000,1,18,994,1990,286500,1,4,6,1991,150,2,2025,4,9
64,690000,1,9,888,2008,243000,1,4,6,1597,122,2,2025,4,8
24,255000,1,9,888,1994,370000,1,4,2,1596,102,2,2025,4,8
77,700000,1,0,787,2014,223000,1,0,3,1598,116,2,2025,4,8
5,575000,1,18,979,1997,361500,0,4,6,1991,150,2,2025,4,9
29,500000,1,9,902,2002,233000,0,2,6,1995,143,2,2025,4,8
44,605000,1,9,919,2006,375000,0,2,6,1995,150,2,2025,4,8
5,455000,1,0,803,2005,304000,1,4,3,1596,115,2,2025,4,8
20,335000,1,9,919,1993,385000,1,4,6,1991,150,2,2025,4,8
6,480000,1,0,803,2005,210000,1,4,3,1596,115,2,2025,4,8
63,1415500,1,18,989,2014,190000,0,2,6,1592,170,2,2025,4,7
78,1145000,1,9,929,2013,260000,0,2,6,1598,170,2,2025,4,7
41,975000,1,9,885,2013,280000,0,2,6,1598,136,2,2025,4,7
33,1385000,1,18,983,2016,302000,0,2,6,1592,170,2,2025,4,7
77,3350000,1,18,978,2022,22500,0,2,6,1601,176,2,2025,4,7
78,3100000,1,14,956,2020,21200,0,2,1,1597,170,2,2025,4,7
78,1925000,1,18,986,2016,90000,0,2,6,1592,170,2,2025,4,7
5,1870000,1,0,790,2020,36000,0,0,3,1496,116,1,2025,4,7
6,660000,1,9,888,2009,380000,1,2,6,1597,115,2,2025,4,7
77,1760000,1,18,984,2016,169000,0,2,6,1592,170,2,2025,4,7
78,1175000,1,9,884,2015,197000,0,2,6,1598,136,2,2025,4,7
77,990000,1,9,885,2013,229000,0,2,6,1598,136,2,2025,4,7
5,749000,1,0,801,2009,258000,0,4,3,1596,116,2,2025,4,7
45,855000,1,0,797,2012,160000,0,2,3,1598,136,2,2025,4,7
53,1475000,1,9,929,2015,145500,0,2,6,1401,151,2,2025,4,7
78,6200000,1,22,1028,2018,81000,0,2,6,1998,258,2,2025,4,7
28,254000,1,18,994,1998,390000,1,4,6,1991,150,2,2025,4,7
6,2290000,1,18,1009,2017,180000,0,2,6,1998,252,2,2025,4,7
19,1170000,1,9,910,2012,296000,0,0,6,1801,176,2,2025,4,7
44,1180000,1,9,916,2015,299000,0,0,6,1995,190,0,2025,4,7
78,2625000,1,14,962,2017,101000,0,2,1,1998,252,0,2025,4,7
0,1600000,1,9,923,2016,158000,0,2,6,1401,151,2,2025,4,7
61,1159000,1,18,1002,2013,292000,0,0,6,1995,218,0,2025,4,7
36,975000,1,18,973,2012,380000,0,0,6,1995,184,2,2025,4,7
33,2080000,1,18,987,2017,156000,0,2,6,1597,170,2,2025,4,7
5,1439500,1,0,806,2017,27386,0,2,3,1499,136,2,2025,4,7
44,1360000,1,18,980,2013,225000,0,2,6,1592,170,2,2025,4,7
64,1295000,1,9,929,2016,192000,0,2,6,1401,151,2,2025,4,8
77,1525000,1,4,871,2020,103200,0,0,1,1401,101,1,2025,4,7
77,1959750,1,18,990,2017,240000,0,2,6,1597,170,2,2025,4,7
77,2165000,1,9,936,2020,82500,0,2,6,1597,170,2,2025,4,7
77,1420000,1,14,945,2015,165000,0,2,1,1499,136,2,2025,4,7
6,400000,1,9,913,2001,222000,0,0,6,1951,136,2,2025,4,7
77,3765000,1,14,959,2023,6050,0,2,1,1401,151,2,2025,4,7
77,765000,1,9,913,2010,298500,0,0,6,1995,184,2,2025,4,7
52,765000,1,0,801,2009,184100,0,4,3,1601,76,2,2025,4,7
5,770000,1,9,888,2011,182300,0,2,6,1596,116,2,2025,4,7
77,1375000,1,9,930,2015,161000,0,2,6,1598,170,2,2025,4,7
41,1075000,1,18,974,2011,390000,0,0,6,1995,184,2,2025,4,7
77,800000,1,0,796,2014,190000,1,0,3,1995,116,2,2025,4,7
78,1270000,1,9,911,2012,235000,0,0,6,1995,184,2,2025,4,7
77,1499000,1,18,1003,2013,236000,0,0,6,1995,218,0,2025,4,7
11,1475000,1,14,946,2015,192000,0,2,1,1499,136,2,2025,4,7
0,1245000,1,18,970,2011,270000,0,0,6,1995,184,2,2025,4,7
5,400000,1,18,994,1995,377000,0,4,6,1991,150,2,2025,4,7
5,3400000,1,9,939,2024,10000,0,2,6,1597,170,2,2025,4,7
5,2500000,1,18,990,2017,105000,0,2,6,1597,170,2,2025,4,7
41,1360000,1,9,923,2016,132000,0,2,6,1598,170,2,2025,4,7
23,820000,1,9,911,2010,275000,0,0,6,1995,177,2,2025,4,7
61,1250000,1,9,882,2013,119000,0,2,6,1598,136,2,2025,4,7
20,1950000,1,14,951,2018,115000,0,2,1,,,3,2025,4,7
77,1490000,1,0,808,2018,90000,0,2,3,1499,136,2,2025,4,7
5,1450000,1,9,929,2015,182000,0,2,6,1598,170,2,2025,4,7
77,1187500,1,9,885,2014,162000,0,2,6,1598,136,2,2025,4,7
77,450000,1,18,1006,1997,425000,0,4,6,2793,193,2,2025,4,7
6,1955750,1,14,955,2018,196000,0,0,1,1995,190,0,2025,4,7
62,370000,1,18,1006,1997,355000,0,4,6,2793,193,2,2025,4,7
44,1100000,1,9,907,2011,322000,0,0,6,1995,184,2,2025,4,7
78,1265000,1,9,926,2015,280000,0,2,6,1598,170,2,2025,4,7
6,605000,1,0,789,2013,270000,1,0,3,1598,116,2,2025,4,7
77,890000,1,9,888,2012,192000,0,2,6,1598,136,2,2025,4,7
5,845000,1,18,974,2010,342000,0,0,6,1995,177,2,2025,4,7
77,4190000,1,118,1193,2024,6000,0,1,8,,,3,2025,4,7
5,860000,1,18,974,2007,411000,0,0,6,1995,177,2,2025,4,7
78,1550000,1,18,989,2014,177000,0,2,6,1592,170,2,2025,4,7
5,327500,1,9,888,1990,315000,1,4,6,1596,99,2,2025,4,7
67,710000,1,9,891,2003,247500,0,4,1,1995,143,2,2025,4,7
52,975000,1,18,974,2010,256000,0,0,6,1995,177,2,2025,4,7
78,280000,1,18,994,1993,190000,1,4,6,1991,150,2,2025,4,7
43,430000,1,9,888,2001,350000,1,4,6,1595,105,2,2025,4,7
77,2525000,1,9,934,2020,38000,0,2,6,1597,170,2,2025,4,7
29,755000,1,0,799,2013,268000,0,2,3,1598,136,2,2025,4,7
77,305000,1,9,888,1995,333000,0,4,1,1596,102,2,2025,4,7
77,1920000,1,9,934,2020,150000,0,2,6,1597,170,2,2025,4,7
24,1100000,1,0,807,2015,150000,0,2,3,1598,170,2,2025,4,7
33,1100000,1,0,793,2015,149000,0,0,3,1496,116,2,2025,4,7
78,1250000,1,9,894,2017,240000,0,0,6,1995,150,2,2025,4,7
79,1350000,1,9,923,2016,162000,0,2,6,1598,170,2,2025,4,7
80,1450000,1,18,1014,2015,237000,0,0,6,2993,313,0,2025,4,7
5,1750000,1,18,973,2013,195000,2,0,6,1801,176,2,2025,4,7
78,1600000,1,18,984,2014,164000,0,2,6,1592,170,2,2025,4,7
78,1600000,1,18,984,2014,164000,0,2,6,1592,170,2,2025,4,7
44,2325000,1,22,1031,2009,166000,0,2,6,2979,326,2,2025,4,7
77,1190000,1,9,924,2014,180000,0,2,6,1598,170,2,2025,4,7
5,700000,1,0,812,2007,149000,0,4,3,1995,143,2,2025,4,7
74,1255000,1,0,795,2019,119000,0,0,3,1496,116,2,2025,4,7
21,1140000,1,9,924,2013,243759,0,2,6,1401,151,2,2025,4,7
77,3250000,1,18,992,2021,70000,0,2,6,1597,170,2,2025,4,7
43,3250000,1,14,957,2022,53000,0,2,1,1401,151,2,2025,4,7
23,2475000,1,18,987,2019,199000,0,2,6,1597,170,2,2025,4,7
74,2199000,1,18,987,2017,151250,0,2,6,1597,,3,2025,4,7
20,2245000,1,9,935,2019,106000,0,2,6,1597,170,2,2025,4,7
57,1465000,1,0,808,2018,119000,0,2,3,1499,136,2,2025,4,7
78,3000000,1,14,956,2021,89000,0,2,1,1597,170,2,2025,4,7
78,3645000,1,14,958,2023,27000,0,5,8,,,3,2025,4,7
6,1085000,1,0,806,2016,145000,0,2,3,1499,136,3,2025,4,7
6,1695000,1,18,986,2016,137000,0,2,6,1592,170,2,2025,4,7
60,1725000,1,14,947,2017,120000,0,2,1,1401,126,2,2025,4,7
77,5495000,1,22,1026,2017,174000,0,0,6,2993,265,0,2025,4,7
77,995000,1,0,800,2013,205000,0,2,3,1598,136,2,2025,4,7
77,1355000,1,9,925,2016,152000,0,2,6,1598,170,2,2025,4,7
77,2296000,1,18,981,2018,71950,0,2,6,1597,170,2,2025,4,7
77,2415000,1,9,936,2019,33623,0,2,6,1597,170,2,2025,4,7
44,2475000,1,18,985,2018,111000,0,2,6,1401,151,2,2025,4,7
6,2245000,1,9,933,2020,65000,0,2,6,1597,170,2,2025,4,7
78,1100000,1,9,919,2011,168000,0,2,1,1995,156,2,2025,4,7
5,3219900,1,18,992,2021,88000,0,2,6,1597,170,2,2025,4,7
65,849000,1,9,882,2011,189000,0,2,6,1401,101,2,2025,4,7
77,1445000,1,14,946,2015,128000,0,2,1,1401,126,2,2025,4,7
29,1800000,1,14,952,2014,262000,0,0,1,1801,176,2,2025,4,7
20,1307000,1,18,989,2014,208000,0,2,6,1592,170,2,2025,4,7
52,1649000,1,9,914,2015,122860,0,0,6,1995,190,2,2025,4,7
44,1250000,1,18,1002,2013,340000,0,0,6,1995,218,0,2025,4,7
43,1540000,1,9,897,2018,136000,0,2,6,1499,136,2,2025,4,7
77,3199000,1,14,959,2023,49500,0,2,1,1401,151,2,2025,4,5
44,3260000,1,14,958,2023,40000,0,2,1,1401,151,2,2025,4,5
77,775000,1,9,913,2010,198000,0,0,6,1995,184,2,2025,4,5
22,300000,1,9,888,1998,260000,1,4,6,1596,102,2,2025,4,5
77,5650000,1,18,988,2024,6001,0,4,6,1401,176,2,2025,4,5
77,1545000,1,18,980,2014,159779,0,2,6,1592,170,2,2025,4,5
0,629000,1,0,803,2009,194000,0,4,3,1596,116,2,2025,4,5
77,398500,1,0,803,2006,289970,1,2,3,1596,115,2,2025,4,5
77,1499000,1,14,948,2017,129000,0,2,1,1401,126,2,2025,4,5
6,1377750,1,9,926,2015,154000,0,2,6,1401,151,2,2025,4,5
13,5050000,1,18,988,2024,14000,0,2,6,1401,176,2,2025,4,5
44,704900,1,0,801,2009,95000,0,2,3,1596,116,2,2025,4,5
41,1135000,1,18,1010,2004,188000,0,4,6,2979,231,2,2025,4,5
54,620000,1,0,798,2009,256000,0,4,3,1596,116,2,2025,4,5
2,499000,1,9,919,2000,333000,0,4,6,1991,170,2,2025,4,5
77,2915000,1,14,947,2016,80000,0,2,1,2993,136,2,2025,4,5
77,775000,1,18,973,2008,370000,0,0,6,1801,176,2,2025,4,5
70,3825000,1,14,959,2024,37000,0,2,1,1401,151,2,2025,4,5
5,1649750,1,4,871,2021,56300,0,0,1,1401,101,1,2025,4,5
79,1875000,1,14,952,2014,170000,0,0,1,1801,176,2,2025,4,5
77,1545000,1,14,948,2016,167000,0,2,1,1401,126,2,2025,4,5
8,6200900,1,71,1165,2020,45000,0,2,6,1401,151,2,2025,4,5
77,2725000,1,0,813,2024,6400,0,2,3,1401,151,1,2025,4,5
77,5500000,1,18,988,2024,6100,0,2,6,1401,176,2,2025,4,5
28,1190000,1,9,924,2014,166000,0,2,6,1401,151,2,2025,4,5
73,1890000,1,9,923,2016,83500,0,2,6,1401,151,3,2025,4,5
77,355000,1,9,890,2003,280000,1,4,1,1401,101,2,2025,4,5
5,1025000,1,9,886,2011,148000,0,2,6,1401,101,2,2025,4,5
78,325000,1,18,994,1996,440000,0,4,6,1801,126,2,2025,4,5
77,2525000,1,18,987,2020,150179,0,2,6,1401,151,2,2025,4,5
58,950000,1,9,913,2013,270000,0,0,6,1801,176,2,2025,4,5
33,1450000,1,22,1025,2007,338000,0,0,6,2501,226,2,2025,4,5
49,730000,1,9,938,2008,224000,0,4,6,1995,170,2,2025,4,5
78,1730000,1,4,876,2015,125342,0,2,8,1499,136,2,2025,4,5
78,1345000,1,9,884,2014,137000,0,2,6,1598,136,2,2025,4,4
6,1420000,1,9,924,2014,145000,0,2,6,1598,170,2,2025,4,4
77,1400000,1,18,970,2011,246000,0,0,6,1995,184,2,2025,4,4
0,1190000,1,0,806,2017,99500,0,2,3,1499,136,2,2025,4,4
